dob,pan,email,text0,text1,text2,text3,text4,text5,gender,gfname,mobnum,bank_id,certnum,country,del_flg,doctype,foracid,landnum,relcode,srl_num,certauth,fullname,mailcity,maildist,pertcity,pertdist,rel_type,certplace,lchg_time,rcre_time,saluation,fathername,occupation,perttoleno,pertwardno,spousename,certexpdate,mailtolenum,mailwardnum,nationality,perthosueno,cerissuedate,lchg_user_id,rcre_user_id,cerissuedatead,entity_cre_flg,mailinghouseno,updated_at,preferredname 
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,KUMARI DEVI JOGI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,13832,NP,,CITIZENSHIP,FA2649695756411853,,DIREC,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,NABIN JOGI                                                                                                                                                                                              ,DAMAK,JHAPA,DAMAK,JHAPA,E,JHAPA,2023-09-13T16:20:02,2022-09-06T16:56:11,MR,,,LAKHAN PUR,9,,,LAKHAN PUR,9.0,NEPALI,,,PS3869,RS2979,2002-01-09T00:00:00.000000,N,,2024-08-07 06:58:49.521,NABIN JOGI                                                                                                                                                                                              
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,DHAN MAYA BHATTARAI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,F,,+977-9823170390,1,271/290,NP,,CITIZENSHIP,FA2649695756411853,,DIREC,3,DISTRICT ADMINISTRATION OFFICE                                                                      ,CHANDRAKALA BHATTARAI                                                                                                                                                                                   ,BIRTAMOD,JHAPA,BIRTAMOD,JHAPA,E,PANCHTHAR,2023-09-13T16:20:02,2022-09-06T16:56:11,MRS,,,BIRTAMOD,6,,,BIRTAMOD,6.0,NEPALI,,,PS3869,RS2979,2003-11-25T00:00:00.000000,N,,2024-08-07 06:58:49.521,CHANDRAKALA BHATTARAI                                                                                                                                                                                   
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,LAXMI MAYA BISTA,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,57815121,NP,,CITIZENSHIP,FA2649695756411853,,CHAIR,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,MEHARMAN BISTA                                                                                                                                                                                          ,BIRTAMOD,JHAPA,BIRTAMOD,JHAPA,E,JHAPA,2023-09-13T16:20:02,2022-09-06T16:56:11,MR,,,MAHESHPUR,6,,,MAHESPUR,6.0,NEPALI,,,PS3869,RS2979,1988-12-22T00:00:00.000000,N,,2024-08-07 06:58:49.521,MEHARMAN BISTA                                                                                                                                                                                          
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,NAR MAYA BASNET,,SIMRIK CREDIT AND COOPERATIVE LTD                                                                                                                     ,,,,M,,+977-9823170390,1,4200/2364,NP,,CITIZENSHIP,FA2649695756411853,,EMPLO,11,DISTRICT ADMINISTRATION OFFICE                                                                      ,RAJAN BASNET                                                                                                                                                                                            ,KANEPOKHARI,MORAN,KANEPOKHARI,MORAN,A,MORANG,2023-09-13T16:20:02,2022-09-06T16:56:11,MR,,,SAMJAHAN CHOWK,4,,,SAMJHANA CHOWK,4.0,NEPALI,,,PS3869,RS2979,2000-10-23T00:00:00.000000,N,,2024-08-07 06:58:49.521,RAJAN BASNET                                                                                                                                                                                            
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,SARMILA RAJBANSHI,,SIMRIK SAVING AND CREDIT COOPERATIVE LIMITED                                                                                                          ,,,,F,,+977-9823170390,1,04-01-73-11856,NP,,CITIZENSHIP,FA2649695756411853,,EMPLO,10,DISTRICT ADMINISTRATION OFFICE                                                                      ,KRISHNA RAJBANSHI                                                                                                                                                                                       ,KANEPOKHARI,MORAN,KANEPOKHARI,MORAN,A,JHAPA,2023-09-13T16:20:02,2022-09-06T16:56:11,MRS,,,RAMAILO,6,,,RAMAILO,6.0,NEPALI,,,PS3869,RS2979,2017-02-08T00:00:00.000000,N,,2024-08-07 06:58:49.521,KRISHNA RAJBANSHI                                                                                                                                                                                       
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,DHANAMAYA BHATTARAI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,112/4,NP,,CITIZENSHIP,FA2649695756411853,,DIREC,9,DISTRICT ADMINISTRATION OFFICE                                                                      ,SUBASH BHATTARAI                                                                                                                                                                                        ,BIRTAMOD,JHAPA,BIRTAMOD,JHAPA,E,PANCHTHAR,2023-09-13T16:20:02,2022-09-06T16:56:11,MR,,,BIRTAMOD,5,,,BIRTAMOD,5.0,NEPALI,,,PS3869,RS2979,2002-07-24T00:00:00.000000,N,,2024-08-07 06:58:49.521,SUBASH BHATTARAI                                                                                                                                                                                        
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,LAXMI DEVI KAPURI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,11804125,NP,,CITIZENSHIP,FA2649695756411853,,DIREC,8,DISTRICT ADMINISTRATION OFFICE                                                                      ,KIRAN KAPURI                                                                                                                                                                                            ,BIRTAMODE,JHAPA,BHADRAPUR,JHAPA,E,JHAPA,2023-09-13T16:20:02,2022-09-06T16:56:11,MR,,,BHADRAPUR,9,,,BIRTABAZAR,4.0,NEPALI,,,PS3869,RS2979,2001-08-01T00:00:00.000000,N,,2024-08-07 06:58:49.521,KIRAN KAPURI                                                                                                                                                                                            
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,MAN MAYA KARKI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,76153445,NP,,CITIZENSHIP,FA2649695756411853,,DIREC,7,DISTRICT ADMINISTRATION OFFICE                                                                      ,INDRA BAHADUR KARKI                                                                                                                                                                                     ,GOLDHAP,JHAPA,GOLDHAP,JHAPA,E,JHAPA,2023-09-13T16:20:02,2022-09-06T16:56:11,MR,,,HALDIBARI,1,,,HALDIBARI,1.0,NEPALI,,,PS3869,RS2979,1990-03-14T00:00:00.000000,N,,2024-08-07 06:58:49.521,INDRA BAHADUR KARKI                                                                                                                                                                                     
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,RATNA KUMARI MUKHIYA,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,271060/85669,NP,,CITIZENSHIP,FA2649695756411853,,DIREC,6,DISTRICT ADMINISTRATION OFFICE                                                                      ,LILA ADHIKARI MUKHIA                                                                                                                                                                                    ,BIRTAMOD,JHAPA,BIRTAMOD,JHAPA,E,JHAPA,2023-09-13T16:20:02,2022-09-06T16:56:11,MRS,,,BIRTAMOD,1,,,BIRTAMOD,1.0,NEPALI,,,PS3869,RS2979,2010-09-22T00:00:00.000000,N,,2024-08-07 06:58:49.521,LILA ADHIKARI MUKHIA                                                                                                                                                                                    
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,BHAGIMAYA MUKHIYA,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,F,,+977-9823170390,1,62631,NP,,CITIZENSHIP,FA2649695756411853,,DIREC,5,DISTRICT ADMINISTRATION OFFICE                                                                      ,SASHIKALA MUKHIYA SUNUWAR                                                                                                                                                                               ,BIRTAMOD,JHAPA,BAGMATI,LALIT,E,KATHMANDU,2023-09-13T16:20:02,2022-09-06T16:56:11,MRS,,,LALITPUR,5,,,BIRTABAZAR,3.0,NEPALI,,,PS3869,RS2979,1993-08-11T00:00:00.000000,N,,2024-08-07 06:58:49.521,SASHIKALA MUKHIYA SUNUWAR                                                                                                                                                                               
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,PABITRA BHATTARAI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,041013/1676,NP,,CITIZENSHIP,FA2649695756411853,,DIREC,4,DISTRICT ADMINISTRATION OFFICE                                                                      ,PRAKASH BHATTARAI                                                                                                                                                                                       ,BIRTAMOD,MORAN,BIRTAMOD,JHAPA,E,JHAPA,2023-09-13T16:20:02,2022-09-06T16:56:11,MR,,,BIRTAMOD,1,,,BIRTAMOD,1.0,NEPALI,,,PS3869,RS2979,2011-04-20T00:00:00.000000,N,,2024-08-07 06:58:49.521,PRAKASH BHATTARAI                                                                                                                                                                                       
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,LAXMI MAYA BISTA,,SIMRIK CREDIT AND COOPERATIVE LTD                                                                                                                     ,,,,M,,+977-9823170390,1,57815121,NP,,CITIZENSHIP,FA6655309729507991,,DIREC,2,DISTRICT ADMINISTRATION OFFICE                                                                      ,MEHARMAN BISTA                                                                                                                                                                                          ,JHAPA,JHAPA,JHAPA,JHAPA,E,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MR,,,MAHESHPUR,06,,,MAHESHPUR,6.0,NEPALI,,,PS3869,RS2979,1988-12-22T00:00:00.000000,N,,2024-08-07 06:58:49.521,MEHARMAN BISTA                                                                                                                                                                                          
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,DHANAMAYA BHATTARAI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,F,,+977-9823170390,1,271/290,NP,,CITIZENSHIP,FA6655309729507991,,DIREC,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,CHANDRA KALA BHATTARAI                                                                                                                                                                                  ,BIRTAMODE,JHAPA,BIRTAMODE,JHAPA,E,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MRS,,,BIRTAMODE,06,,,BIRTAMODE,6.0,NEPALI,,,PS3869,RS2979,2003-11-25T00:00:00.000000,N,,2024-08-07 06:58:49.521,CHANDRA KALA BHATTARAI                                                                                                                                                                                  
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,RADHA KUMARI KARKI,,SIMRIK CREDIT AND COOPERATIVE LTD                                                                                                                     ,,,,M,,+977-9823170390,1,03/5404,NP,,CITIZENSHIP,FA6655309729507991,,EMPLO,11,DISTRICT ADMINISTRATION OFFICE                                                                      ,SANTOSH KARKI                                                                                                                                                                                           ,BARADASHI,JHAPA,JHAPA,JHAPA,B,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MR,,,RAJGHAD,06,,,SUNDAR PUR,3.0,NEPALI,,,PS3869,RS2979,2006-10-13T00:00:00.000000,N,,2024-08-07 06:58:49.521,SANTOSH KARKI                                                                                                                                                                                           
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,HEMLATA RIJAL,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,F,,+977-9823170390,1,04-01-76-06297,NP,,CITIZENSHIP,FA6655309729507991,,EMPLO,10,DISTRICT ADMINISTRATION OFFICE                                                                      ,PROJA BASNET                                                                                                                                                                                            ,BIRTAMODE,JHAPA,JHAPA,JHAPA,A,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MISS,,,KALIKA CHOWK,04,,,KALIKA CHOWK,4.0,NEPALI,,,PS3869,RS2979,2019-07-14T00:00:00.000000,N,,2024-08-07 06:58:49.521,PROJA BASNET                                                                                                                                                                                            
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,DHANAMAYA BHATTARAI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,112/4,NP,,CITIZENSHIP,FA6655309729507991,,DIREC,9,DISTRICT ADMINISTRATION OFFICE                                                                      ,SUBASH BHATTARAI                                                                                                                                                                                        ,BIRTAMODE,JHAPA,BIRTAMODE,JHAPA,E,PANCHTHAR,2023-09-13T16:27:37,2022-08-14T17:33:47,MR,,,BIRTAMODE,05,,,BIRTAMODE,5.0,NEPALI,,,PS3869,RS2979,2002-07-24T00:00:00.000000,N,,2024-08-07 06:58:49.521,SUBASH BHATTARAI                                                                                                                                                                                        
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,LAXMI DEVI KAPURI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,11804125,NP,,CITIZENSHIP,FA6655309729507991,,DIREC,8,DISTRICT ADMINISTRATION OFFICE                                                                      ,KIRAN KAPURI                                                                                                                                                                                            ,BIRTAMODE,JHAPA,BHADRAPUR,JHAPA,E,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MR,,,BHADRAPUR,9,,,BIRTABAZAR,4.0,NEPALI,,,PS3869,RS2979,2001-08-01T00:00:00.000000,N,,2024-08-07 06:58:49.521,KIRAN KAPURI                                                                                                                                                                                            
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,MAN MAYA KARKI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,76153445,NP,,CITIZENSHIP,FA6655309729507991,,DIREC,7,DISTRICT ADMINISTRATION OFFICE                                                                      ,INDRA BAHADUR KARKI                                                                                                                                                                                     ,BIRTAMODE,JHAPA,JHAPA,JHAPA,E,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MR,,,GOLDHAP,01,,,BIRTABAZAR,3.0,NEPALI,,,PS3869,RS2979,1990-03-14T00:00:00.000000,N,,2024-08-07 06:58:49.521,INDRA BAHADUR KARKI                                                                                                                                                                                     
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,RATNA KUMARI MUKHIYA,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,F,,+977-9823170390,1,271060/85669,NP,,CITIZENSHIP,FA6655309729507991,023540522,DIREC,6,DISTRICT ADMINISTRATION OFFICE                                                                      ,LILA ADHIKARI MUKHIA                                                                                                                                                                                    ,JHAPA,JHAPA,BIRTAMODE,JHAPA,E,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MRS,,,BIRTAMODE,01,,,BIRTAMODE,1.0,NEPALI,,,PS3869,RS2979,2010-09-22T00:00:00.000000,N,,2024-08-07 06:58:49.521,LILA ADHIKARI MUKHIA                                                                                                                                                                                    
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,BHAGIMAYA MUKHI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,F,,+977-9823170390,1,62631,NP,,CITIZENSHIP,FA6655309729507991,023544675,DIREC,5,DISTRICT ADMINISTRATION OFFICE                                                                      ,SASHIKALA MUKHIYA SUNUWAR                                                                                                                                                                               ,JHAPA,JHAPA,LALITPUR,LALIT,E,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MRS,,,LALITPUR,05,,,BIRTABAZAR,3.0,NEPALI,,,PS3869,RS2979,1993-08-11T00:00:00.000000,N,,2024-08-07 06:58:49.521,SASHIKALA MUKHIYA SUNUWAR                                                                                                                                                                               
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,PABITRA BHATTARAI,,SIMRIK BACHAT TATHA RIN SAHAKARI LTD                                                                                                                  ,,,,M,,+977-9823170390,1,041013/1676,NP,,CITIZENSHIP,FA6655309729507991,,DIREC,4,DISTRICT ADMINISTRATION OFFICE                                                                      ,PRAKASH BHATTARAI                                                                                                                                                                                       ,JHAPA,JHAPA,BIRTAMODE,JHAPA,E,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MR,,,BIRTAMODE,01,,,BIRTAMODE,1.0,NEPALI,,,PS3869,RS2979,2011-04-20T00:00:00.000000,N,,2024-08-07 06:58:49.521,PRAKASH BHATTARAI                                                                                                                                                                                       
2011-02-07T00:00:00.000000,PAN558406246,jajarkotdairyco-op855@outlook.com,KUMARI DEVI JOGI,,SIMRIK CREDIT AND COOPERATIVE LTD                                                                                                                     ,,,,M,,+977-9823170390,1,13832,NP,,CITIZENSHIP,FA6655309729507991,,DIREC,3,DISTRICT ADMINISTRATION OFFICE                                                                      ,NABIN JOGI                                                                                                                                                                                              ,DAMAK,JHAPA,DAMAK,JHAPA,E,JHAPA,2023-09-13T16:27:37,2022-08-14T17:33:47,MRS,,,LAKHANPUR,09,,,LAKHANPUR,9.0,NEPALI,,,PS3869,RS2979,2002-01-09T00:00:00.000000,N,,2024-08-07 06:58:49.521,NABIN JOGI                                                                                                                                                                                              
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,BISHNU MAYA BHANDARI,,SIGNATORIES OF NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                           ,,,,M,,+977-9859061546,1,03/5504,NP,Y,CITIZENSHIP,FA2069825704473748,,,1,DISTRICT ADMINISTRATION OFFICE                                                                      ,NABIN BHANDARI                                                                                                                                                                                          ,BIRTAMODE,JHAPA,JHAPA,RAJGADH,A,JHAPA,2024-01-14T13:35:25,,MR,,NOT AVAILABLE,"RAJGADH -08, JHAPA",06,,,"BIRTAMODE-06, JHAPA",6.0,NEPALI,,,AM4429,,2006-10-19T00:00:00.000000,N,,2024-08-07 06:58:49.521,NABIN BHANDARI                                                                                                                                                                                          
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,BHAGAWATI DEVI BHURTEL,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,04-01-73-02302,,M,,+977-9859061546,1,04-01-73-02302,NEPAL,,CITIZENSHIP,FA2069825704473748,,,23,DISTRICT ADMINISTRATION OFFICE                                                                      ,TEK PRASAD BHURTEL                                                                                                                                                                                      ,BHADRAPUR,JHAPA,JHAPA,JHAPA,A,JHAPA,2024-01-14T13:35:25,2023-12-27T13:29:02,MR,,NOT AVAILABLE,JAMDARCHOWK,09,,,JAMDARCHOWK,9.0,NP,,,AM4429,AL6094,2016-05-31T00:00:00.000000,N,,2024-08-07 06:58:49.521,TEK PRASAD BHURTEL                                                                                                                                                                                      
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,TULASHA BASNET,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,3541151,,F,,+977-9859061546,1,3541151,NEPAL,,CITIZENSHIP,FA2069825704473748,,,22,DISTRICT ADMINISTRATION OFFICE                                                                      ,LALITA BASNET                                                                                                                                                                                           ,HALDIBARI,JHAPA,HALDIBARI,JHAPA,A,JHAPA,2024-01-14T13:35:25,2023-09-13T17:58:09,MRS,,NOT AVAILABLE,KHARSANGBARI,02,,,KHARSANGBARI,2.0,NEPALI,,,AM4429,AK5497,1994-05-23T00:00:00.000000,N,,2024-08-07 06:58:49.521,LALITA BASNET                                                                                                                                                                                           
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,M,,+977-9859061546,1,04-01-73-02302,NEPAL,Y,CITIZENSHIP,FA2069825704473748,,,21,DISTRICT ADMINISTRATION OFFICE                                                                      ,TEK PRASAD BHURTEL                                                                                                                                                                                      ,,,,,A,JHAPA,2024-01-14T13:35:25,2023-09-13T17:52:17,MR,,NOT AVAILABLE,,,,,,,NEPALI,,,AM4429,AK5497,2016-05-31T00:00:00.000000,N,,2024-08-07 06:58:49.521,TEK PRASAD BHURTEL                                                                                                                                                                                      
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,HOMA DEVI MISHRA,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,M,,+977-9859061546,1,852414696,NEPAL,,CITIZENSHIP,FA2069825704473748,,,15,DISTRICT ADMINISTRATION OFFICE                                                                      ,KHEM NATH MISHRA                                                                                                                                                                                        ,BIRTAMODE,JHAPA,BIRTAMODE,JHAPA,E,JHAPA,2024-01-14T13:35:25,2022-12-15T12:35:08,MR,,NOT AVAILABLE,KAKARBHITTA,08,,,BIRTAMODE,3.0,NEPALI,,,AM4429,MS5101,1987-07-08T00:00:00.000000,N,,2024-08-07 06:58:49.521,KHEM NATH MISHRA                                                                                                                                                                                        
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,MANMAYA PHYAK,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,M,,+977-9859061546,1,20044/1680,NEPAL,,CITIZENSHIP,FA2069825704473748,,,14,DISTRICT ADMINISTRATION OFFICE                                                                      ,HARKA BAHADUR LIMBU                                                                                                                                                                                     ,MECHINAGAR,JHAPA,ILAM,ILAM,E,ILAM,2024-01-14T13:35:25,2022-12-15T12:35:08,MR,,NOT AVAILABLE,KAKARBHITTA,08,,,PRAGATI TOLE,6.0,NEPALI,,,AM4429,MS5101,1993-01-19T00:00:00.000000,N,,2024-08-07 06:58:49.521,HARKA BAHADUR LIMBU                                                                                                                                                                                     
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,INDRACHHAYA ACHARYA,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,M,,+977-9859061546,1,3378/7473,NEPAL,,CITIZENSHIP,FA2069825704473748,,,13,DISTRICT ADMINISTRATION OFFICE                                                                      ,HARI PRASAD ACHARYA                                                                                                                                                                                     ,BIRTAMODE,JHAPA,BIRTAMODE,JHAPA,E,JHAPA,2024-01-14T13:35:25,2022-12-15T12:29:31,MR,,NOT AVAILABLE,KAKARBHITTA,08,,,BIRTAMODE,1.0,NEPALI,,,AM4429,MS5101,1983-05-22T00:00:00.000000,N,,2024-08-07 06:58:49.521,HARI PRASAD ACHARYA                                                                                                                                                                                     
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,GANGA DEVI SIWAKOTI,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,M,,+977-9859061546,1,3584905,NEPAL,,CITIZENSHIP,FA2069825704473748,,,12,DISTRICT ADMINISTRATION OFFICE                                                                      ,HARICHARAN SHIWAKOTI                                                                                                                                                                                    ,BIRTAMODE,JHAPA,BIRTAMODE,JHAPA,E,JHAPA,2024-01-14T13:35:25,2022-12-15T12:29:31,MR,,NOT AVAILABLE,KAKARBHITTA,08,,,BIRTAMODE,4.0,NEPALI,,,AM4429,MS5101,1989-06-09T00:00:00.000000,N,,2024-08-07 06:58:49.521,HARICHARAN SHIWAKOTI                                                                                                                                                                                    
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,HEM KUMARI BASNET,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,M,,+977-9859061546,1,82315508,NEPAL,,CITIZENSHIP,FA2069825704473748,,,11,DISTRICT ADMINISTRATION OFFICE                                                                      ,DAMBER BAHADUR BASNET                                                                                                                                                                                   ,BIRTAMODE,JHAPA,CHARPANE,JHAPA,E,JHAPA,2024-01-14T13:35:25,2022-12-15T12:29:31,MR,,NOT AVAILABLE,CHARPANE,1,,,BIRTAMODE,1.0,NEPALI,,,AM4429,MS5101,1973-04-27T00:00:00.000000,N,,2024-08-07 06:58:49.521,DAMBER BAHADUR BASNET                                                                                                                                                                                   
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,KRISHNA MAYA ADHIKARI UPADHAYA,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,F,,+977-9859061546,1,57812485,NEPAL,,CITIZENSHIP,FA2069825704473748,,,10,DISTRICT ADMINISTRATION OFFICE                                                                      ,LAXMI ADHIKARI UPADHAYA                                                                                                                                                                                 ,MECHINAGAR,JHAPA,KAKARBHITTA,JHAPA,E,JHAPA,2024-01-14T13:35:25,2022-12-15T12:24:05,MRS,,NOT AVAILABLE,KAKARBHITTA,08,,,MECHINAGAR,6.0,NEPALI,,,AM4429,MS5101,1984-08-15T00:00:00.000000,N,,2024-08-07 06:58:49.521,LAXMI ADHIKARI UPADHAYA                                                                                                                                                                                 
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,LILA DEVI OJHA,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,F,,+977-9859061546,1,40414841,NEPAL,,CITIZENSHIP,FA2069825704473748,,,9,DISTRICT ADMINISTRATION OFFICE                                                                      ,HARI MAYA OJHA                                                                                                                                                                                          ,JHAPA,JHAPA,JHAPA,JHAPA,E,JHAPA,2024-01-14T13:35:25,2022-12-15T12:24:05,MRS,,NOT AVAILABLE,JHAPA,13,,,JHAPA,13.0,NEPALI,,,AM4429,MS5101,1995-05-11T00:00:00.000000,N,,2024-08-07 06:58:49.521,HARI MAYA OJHA                                                                                                                                                                                          
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,HARIMAYA PYAKUREL,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,M,,+977-9859061546,1,3004/1040,NEPAL,,CITIZENSHIP,FA2069825704473748,,,8,DISTRICT ADMINISTRATION OFFICE                                                                      ,MADHAV CHANDRA PYAKUREL                                                                                                                                                                                 ,JHAPA,JHAPA,JHAPA,JHAPA,E,JHAPA,2024-01-14T13:35:25,2022-12-15T12:20:11,MR,,NOT AVAILABLE,MECHINAGAR,06,,,MECHINAGAR,14.0,NEPALI,,,AM4429,MS5101,1980-05-14T00:00:00.000000,N,,2024-08-07 06:58:49.521,MADHAV CHANDRA PYAKUREL                                                                                                                                                                                 
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,SHIVAMAYA RAI,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,F,,+977-9859061546,1,1002,NEPAL,,CITIZENSHIP,FA2069825704473748,,,7,DISTRICT ADMINISTRATION OFFICE                                                                      ,SHUBHA LAXMI RAI                                                                                                                                                                                        ,BHADRAPUR,JHAPA,BHADRAPUR,JHAPA,E,LALITPUR,2024-01-14T13:35:25,2022-12-15T12:20:11,MRS,,NOT AVAILABLE,BHADRAPUR,5,,,BHADRAPUR,8.0,NEPALI,,,AM4429,MS5101,1988-10-30T00:00:00.000000,N,,2024-08-07 06:58:49.521,SHUBHA LAXMI RAI                                                                                                                                                                                        
1994-03-08T00:00:00.000000,PAN240743444,sarlahiplasticproducts609@outlook.com,GANGA MAYA POKHAREL,,NEPAL MULTI PURPOSE CO-OPERATIVE SOCIETY LTD                                                                                                          ,,,,M,,+977-9859061546,1,18601478,NEPAL,,CITIZENSHIP,FA2069825704473748,,,6,DISTRICT ADMINISTRATION OFFICE                                                                      ,KESHAB PRASAD POKHAREL                                                                                                                                                                                  ,BHADRAPUR,JHAPA,JHAPA,JHAPA,E,JHAPA,2024-01-14T13:35:25,2022-12-15T12:20:11,MR,,NOT AVAILABLE,MECHINAGAR,10,,,BHADRAPUR,8.0,NEPALI,,,AM4429,MS5101,1973-05-04T00:00:00.000000,N,,2024-08-07 06:58:49.521,KESHAB PRASAD POKHAREL                                                                                                                                                                                  
